Month,altitude,geoE,geoN
2.0,429.0,6.446281305660477,0.019398996660392548
5.0,429.0,6.567288481971094,0.12833010038603898
12.0,402.0,9.825891683434314,1.4522267692275006
6.0,374.0,5.502745716036864,-1.1980662802733029
2.0,406.0,9.12556749152782,0.7428895318931563
8.0,406.0,9.049924803630422,0.7360945406135668
1.0,434.0,8.413079209014597,0.41236425659374826
6.0,434.0,8.413079209014597,0.41236425659374826
6.0,408.0,8.717498339061075,1.0536635631104416
1.0,429.0,6.577568986912234,0.28892778288265697
8.0,2417.0,9.788941717901002,0.8242357876003658
2.0,372.0,5.510579319973178,-1.2336255610628641
9.0,434.0,8.47726195047932,0.35789870473092505
8.0,372.0,6.095071795248329,-0.7037922772983997
2.0,429.0,6.181417474591299,-0.09548212533598247
5.0,3393.0,7.985206001652678,-0.5774512088693492
9.0,373.0,5.503326634980455,-1.237216696350523
7.0,407.0,8.71406563621258,1.033260985667322
8.0,3637.0,8.016962903902366,-0.562928235279553
5.0,1591.0,7.985769316991918,0.0016369598699631286
4.0,261.0,7.616181643637047,1.3597198283615872
4.0,372.0,5.584778512313773,-0.957090540308795
11.0,372.0,5.517620761713685,-1.2276755427921355
9.0,435.0,8.416054218149963,0.41023422046724484
11.0,1903.0,7.69800319666174,-0.22013324774731122
5.0,1359.0,9.865042099511534,0.8726985103794066
9.0,372.0,5.835119369793155,-0.7417280446753822
6.0,429.0,6.643424070790328,0.32786695570766183
7.0,537.0,9.036704496762619,1.0333842108977809
3.0,413.0,8.662698318715579,0.6606630959683835
6.0,429.0,6.643424070790328,0.32786695570766183
6.0,372.0,5.490968904725865,-1.2368294170547949
5.0,396.0,9.976437707846358,1.2798522754198842
5.0,290.0,9.268896038155843,-1.7836853862269355
8.0,372.0,5.490968904725865,-1.2368294170547949
5.0,2070.0,7.955543928320791,-0.5009283407543872
4.0,1644.0,7.863565095585416,-0.5553234781998053
2.0,413.0,8.685459779141768,0.6461049151698849
7.0,2417.0,9.788941717901002,0.8242357876003658
5.0,430.0,6.718890722644214,0.27030316947901545
4.0,372.0,5.531686041590349,-1.0967751408361066
2.0,193.0,9.179962628973238,-1.3294771867555184
8.0,2661.0,7.464843457029196,-1.3891358019019657
2.0,372.0,5.510579319973178,-1.2336255610628641
9.0,406.0,8.711108230681566,1.025973093465897
4.0,399.0,5.622291793186325,-0.8876091139343402
9.0,465.0,7.557984127651754,0.63770799589433
2.0,408.0,8.717498339061075,1.0536635631104416
6.0,347.0,5.334736916108362,-1.2564398323021075
10.0,372.0,6.095071795248329,-0.7037922772983997
1.0,429.0,6.446281305660477,0.019398996660392548
4.0,440.0,6.643688124855597,0.027461447453273294
8.0,2417.0,9.788941717901002,0.8242357876003658
5.0,409.0,8.632807398527126,1.2944456634270856
9.0,372.0,5.762504501844174,-0.7507234864988802
12.0,372.0,6.153304518442324,-0.6551007076627924
1.0,406.0,8.720438140987737,1.0341411658848856
5.0,558.0,7.518833711574534,-0.19138656184169056
7.0,407.0,8.71406563621258,1.033260985667322
8.0,2070.0,7.955543928320791,-0.5009283407543872
8.0,261.0,7.616181643637047,1.3597198283615872
9.0,435.0,8.416054218149963,0.41023422046724484
10.0,273.0,9.323537626062178,-1.621151307251678
2.0,407.0,8.725085492536472,1.0257794538180331
1.0,193.0,9.05714228141444,-1.3378917096354246
1.0,261.0,7.616181643637047,1.3597198283615872
5.0,193.0,9.18013866501675,-1.3171370601052796
7.0,406.0,9.082702714932482,0.7534869017126197
5.0,435.0,8.416054218149963,0.41023422046724484
8.0,372.0,5.490968904725865,-1.2368294170547949
3.0,193.0,9.18013866501675,-1.3171370601052796
2.0,372.0,5.504206815198019,-1.2170781729726723
7.0,1955.0,7.704358097832548,-0.2594420962636927
9.0,2101.0,8.3464671701494,0.27132417853138896
5.0,261.0,7.616181643637047,1.3597198283615872
5.0,379.0,6.537379958178289,-0.8049601915051369
11.0,407.0,8.725085492536472,1.0257794538180331
6.0,434.0,8.422620362572985,0.40894915734960224
3.0,372.0,6.15518810410791,-0.6558928698585994
5.0,383.0,8.532554871746655,1.1406781794187595
1.0,261.0,7.616181643637047,1.3597198283615872
4.0,372.0,5.584778512313773,-0.957090540308795
5.0,261.0,7.616181643637047,1.3597198283615872
1.0,288.0,7.4051496346740455,1.370933324333345
2.0,373.0,6.518174425831056,-0.8829089515725517
12.0,381.0,5.486110309924915,-1.2349810385979119
1.0,288.0,7.4051496346740455,1.370933324333345
5.0,435.0,8.416054218149963,0.41023422046724484
6.0,372.0,5.490968904725865,-1.2368294170547949
5.0,396.0,9.567241924701133,1.607455352396982
2.0,429.0,6.446281305660477,0.019398996660392548
7.0,2417.0,9.788941717901002,0.8242357876003658
5.0,386.0,5.492887697600153,-1.219630695603606
10.0,374.0,6.081446605480449,-0.6398383826902431
4.0,427.0,7.114813388108582,0.5909704263417135
3.0,372.0,6.15518810410791,-0.6558928698585994
11.0,318.0,8.303831240410629,1.4526844629406337
1.0,408.0,8.717498339061075,1.0536635631104416
6.0,407.0,8.725085492536472,1.0257794538180331
3.0,318.0,8.303831240410629,1.4526844629406337
5.0,434.0,8.422620362572985,0.40894915734960224
8.0,398.0,10.10087758700547,1.2777046356890296
6.0,193.0,9.18013866501675,-1.3171370601052796
1.0,318.0,8.303831240410629,1.4526844629406337
3.0,261.0,7.616181643637047,1.3597198283615872
1.0,400.0,5.561752997822314,-0.989991676841315
6.0,273.0,9.323537626062178,-1.621151307251678
1.0,288.0,7.4051496346740455,1.370933324333345
8.0,2070.0,7.955543928320791,-0.5009283407543872
7.0,409.0,8.632807398527126,1.2944456634270856
3.0,605.0,8.064034941937656,-0.1713888672986501
8.0,3450.0,7.9888499477533905,-0.5774160016606467
5.0,2417.0,9.788941717901002,0.8242357876003658
7.0,564.0,7.870694555347679,-0.29714901678410877
6.0,373.0,6.518174425831056,-0.8829089515725517
10.0,318.0,8.303831240410629,1.4526844629406337
8.0,318.0,8.303831240410629,1.4526844629406337
10.0,406.0,9.049924803630422,0.7360945406135668
3.0,408.0,8.717498339061075,1.0536635631104416
4.0,193.0,9.18013866501675,-1.3171370601052796
7.0,407.0,8.71406563621258,1.033260985667322
2.0,465.0,8.369492684640859,0.6739538172535908
5.0,1795.0,8.229103939939495,-0.32008651325381093
9.0,1048.0,8.064527842859492,-0.42657071597463114
9.0,2101.0,8.3464671701494,0.27132417853138896
8.0,3450.0,7.9888499477533905,-0.5774160016606467
10.0,2019.0,8.344601188088166,0.2713065749270377
6.0,372.0,5.514012022821675,-1.2238907678566129
10.0,3450.0,7.9888499477533905,-0.5774160016606467
6.0,261.0,7.616181643637047,1.3597198283615872
2.0,318.0,8.303831240410629,1.4526844629406337
3.0,372.0,6.15518810410791,-0.6558928698585994
11.0,372.0,5.517620761713685,-1.2276755427921355
7.0,558.0,7.7731001728242495,-0.33193373898221434
10.0,373.0,6.066078658881791,-0.6490626713703075
8.0,408.0,8.717498339061075,1.0536635631104416
10.0,372.0,6.095071795248329,-0.7037922772983997
5.0,1591.0,7.985769316991918,0.0016369598699631286
1.0,461.0,7.550484992198115,0.6950429352664099
10.0,318.0,8.303831240410629,1.4526844629406337
12.0,395.0,5.555098835377535,-1.0155345067550048
11.0,407.0,8.725085492536472,1.0257794538180331
8.0,2101.0,8.346203116084132,0.27132417853138896
6.0,261.0,7.616181643637047,1.3597198283615872
3.0,193.0,9.18013866501675,-1.3171370601052796
4.0,396.0,9.567241924701133,1.607455352396982
10.0,372.0,5.507058599102924,-1.2255455066656322
2.0,377.0,5.543709303362265,-1.2018686588131766
7.0,432.0,6.733431299838362,0.25731170946777965
5.0,558.0,7.7731001728242495,-0.33193373898221434
10.0,2262.0,6.85294216977912,-0.6230621477434846
4.0,261.0,7.616181643637047,1.3597198283615872
4.0,372.0,5.531686041590349,-1.0967751408361066
11.0,407.0,8.725085492536472,1.0257794538180331
1.0,434.0,8.413079209014597,0.41236425659374826
7.0,2417.0,9.788941717901002,0.8242357876003658
7.0,408.0,8.717498339061075,1.0536635631104416
5.0,396.0,9.567241924701133,1.607455352396982
7.0,435.0,8.416054218149963,0.41023422046724484
5.0,383.0,8.532554871746655,1.1406781794187595
5.0,379.0,6.537379958178289,-0.8049601915051369
11.0,372.0,5.517620761713685,-1.2276755427921355
10.0,429.0,6.713504019712726,0.26349057459507474
8.0,2167.0,8.079191645284098,-0.35464238859535
11.0,372.0,5.517620761713685,-1.2276755427921355
3.0,1894.0,8.380002036438565,-0.1340340188652594
3.0,481.0,7.095431819717836,-1.2346465701152376
5.0,396.0,9.976437707846358,1.2798522754198842
12.0,369.0,5.316094699100369,-1.2805743738676958
9.0,379.0,6.537379958178289,-0.8049601915051369
11.0,1955.0,7.704358097832548,-0.2594420962636927
12.0,400.0,5.561752997822314,-0.989991676841315
8.0,372.0,5.497535049148889,-1.2338015971063767
7.0,372.0,6.5609511844046375,-0.8422974363341763
5.0,373.0,6.518174425831056,-0.8829089515725517
2.0,373.0,6.100704948640735,-0.633008184201951
4.0,193.0,9.18013866501675,-1.3171370601052796
4.0,2098.0,10.705790243328094,-0.7368694498744323
2.0,429.0,6.446281305660477,0.019398996660392548
3.0,372.0,5.497535049148889,-1.2338015971063767
3.0,408.0,8.720209294131172,1.0409889679775288
2.0,429.0,6.181417474591299,-0.09548212533598247
6.0,788.0,7.885710429859311,-0.48885226816941735
1.0,373.0,6.066078658881791,-0.6490626713703075
6.0,372.0,5.490968904725865,-1.2368294170547949
7.0,447.0,8.812416973723114,0.3754671018734905
7.0,434.0,8.413079209014597,0.41236425659374826
4.0,372.0,6.0311883150575785,-0.6512103111011621
12.0,396.0,9.976437707846358,1.2798522754198842
10.0,261.0,7.616181643637047,1.3597198283615872
8.0,396.0,9.976437707846358,1.2798522754198842
1.0,406.0,8.720438140987737,1.0341411658848856
11.0,372.0,5.517620761713685,-1.2276755427921355
11.0,407.0,8.725085492536472,1.0257794538180331
8.0,318.0,8.303831240410629,1.4526844629406337
2.0,372.0,6.0311883150575785,-0.6512103111011621
2.0,372.0,5.507058599102924,-1.2255455066656322
10.0,372.0,6.095071795248329,-0.7037922772983997
5.0,396.0,9.567241924701133,1.607455352396982
1.0,288.0,7.4051496346740455,1.370933324333345
3.0,434.0,8.430700416970218,0.4049179319531619
10.0,372.0,6.0311883150575785,-0.6512103111011621
10.0,2262.0,6.85294216977912,-0.6230621477434846
6.0,372.0,6.0311883150575785,-0.6512103111011621
5.0,1734.0,10.266016999424716,-0.07330158385338477
10.0,193.0,9.18013866501675,-1.3171370601052796
7.0,2417.0,9.788941717901002,0.8242357876003658
11.0,3020.0,8.59471319871098,-0.13171034309089202
5.0,409.0,8.632807398527126,1.2944456634270856
3.0,435.0,8.416054218149963,0.41023422046724484
8.0,1951.0,6.626014106086924,-0.8043440653528425
2.0,408.0,8.717498339061075,1.0536635631104416
3.0,1661.0,7.668481952164664,-1.6239678839478808
4.0,318.0,8.303831240410629,1.4526844629406337
9.0,435.0,8.898709842253028,1.0050952187052933
10.0,265.0,7.48364410647635,1.355424548899878
1.0,461.0,7.550484992198115,0.6950429352664099
8.0,1791.0,10.433427276805276,-0.7267825845811557
10.0,273.0,9.323537626062178,-1.621151307251678
1.0,429.0,6.445612368695129,0.019786275956120442
4.0,261.0,7.616181643637047,1.3597198283615872
11.0,429.0,6.713504019712726,0.26349057459507474
4.0,383.0,8.532554871746655,1.1406781794187595
6.0,407.0,8.725085492536472,1.0257794538180331
9.0,429.0,6.713504019712726,0.26349057459507474
4.0,559.0,7.51557704476955,-0.18297203896178446
5.0,998.0,6.728643119454817,0.7738190647383342
3.0,406.0,9.082702714932482,0.7534869017126197
2.0,406.0,9.082702714932482,0.7534869017126197
6.0,273.0,9.323537626062178,-1.621151307251678
4.0,372.0,5.533006311916694,-1.0738904551794581
4.0,400.0,5.561752997822314,-0.989991676841315
5.0,396.0,9.976437707846358,1.2798522754198842
1.0,261.0,7.616181643637047,1.3597198283615872
12.0,372.0,5.507058599102924,-1.2255455066656322
9.0,377.0,5.503960364737101,-1.2064984067575601
2.0,372.0,5.497535049148889,-1.2338015971063767
6.0,407.0,8.725085492536472,1.0257794538180331
1.0,407.0,8.725085492536472,1.0257794538180331
12.0,3081.0,7.7235460265754305,-1.682834336898521
2.0,372.0,5.504206815198019,-1.2170781729726723
11.0,422.0,8.753990610881255,1.1610631532575277
8.0,372.0,6.095071795248329,-0.7037922772983997
1.0,406.0,8.720438140987737,1.0341411658848856
2.0,406.0,9.082702714932482,0.7534869017126197
4.0,372.0,6.0311883150575785,-0.6512103111011621
5.0,396.0,9.976437707846358,1.2798522754198842
10.0,2262.0,6.85294216977912,-0.6230621477434846
2.0,372.0,5.507058599102924,-1.2255455066656322
1.0,373.0,6.518174425831056,-0.8829089515725517
10.0,3450.0,7.9888499477533905,-0.5774160016606467
5.0,396.0,9.976437707846358,1.2798522754198842
11.0,369.0,5.316094699100369,-1.2805743738676958
6.0,429.0,6.181417474591299,-0.09548212533598247
8.0,372.0,5.497535049148889,-1.2338015971063767
11.0,422.0,8.753990610881255,1.1610631532575277
5.0,396.0,9.567241924701133,1.607455352396982
6.0,434.0,8.422620362572985,0.40894915734960224
7.0,406.0,9.082702714932482,0.7534869017126197
6.0,372.0,5.514012022821675,-1.2238907678566129
5.0,193.0,9.18013866501675,-1.3171370601052796
5.0,2417.0,9.788941717901002,0.8242357876003658
10.0,1747.0,9.935702967377523,0.8502187076228374
6.0,408.0,8.717498339061075,1.0536635631104416
6.0,372.0,5.490968904725865,-1.2368294170547949
11.0,407.0,8.725085492536472,1.0257794538180331
2.0,406.0,9.082702714932482,0.7534869017126197
2.0,429.0,6.446281305660477,0.019398996660392548
2.0,373.0,6.518174425831056,-0.8829089515725517
12.0,372.0,6.153304518442324,-0.6551007076627924
8.0,372.0,5.498890526683936,-1.234206480006456
6.0,372.0,5.559605358091459,-1.159267936283108
2.0,406.0,9.082702714932482,0.7534869017126197
12.0,372.0,5.507058599102924,-1.2255455066656322
3.0,2250.0,7.489946196834104,-0.8728572934879776
5.0,386.0,5.492887697600153,-1.219630695603606
3.0,193.0,9.18013866501675,-1.3171370601052796
1.0,372.0,5.507058599102924,-1.2255455066656322
8.0,1951.0,6.626014106086924,-0.8043440653528425
1.0,3450.0,7.9888499477533905,-0.5774160016606467
9.0,1060.0,6.096585705222538,0.24537646571761995
1.0,372.0,5.514012022821675,-1.2238907678566129
4.0,372.0,5.584778512313773,-0.957090540308795
6.0,2250.0,7.489946196834104,-0.8728572934879776
5.0,373.0,6.518174425831056,-0.8829089515725517
6.0,3450.0,7.9888499477533905,-0.5774160016606467
5.0,408.0,8.717498339061075,1.0536635631104416
8.0,372.0,6.095071795248329,-0.7037922772983997
8.0,372.0,5.490968904725865,-1.2368294170547949
2.0,2884.0,7.7870422274704545,-0.5596539648702172
10.0,566.0,7.812585057384144,-0.30843292717327153
5.0,1951.0,6.626014106086924,-0.8043440653528425
5.0,558.0,7.7731001728242495,-0.33193373898221434
1.0,372.0,5.507058599102924,-1.2255455066656322
8.0,252.0,7.450021222165428,1.4011587130044723
6.0,261.0,7.616181643637047,1.3597198283615872
1.0,408.0,8.717498339061075,1.0536635631104416
7.0,2417.0,9.788941717901002,0.8242357876003658
5.0,193.0,9.19207390876691,-1.3372755834831302
6.0,261.0,7.616181643637047,1.3597198283615872
4.0,372.0,5.510579319973178,-1.2336255610628641
6.0,1869.0,7.709322314259606,-0.25530524924114467
1.0,399.0,9.143505564361762,1.6021918746959527
6.0,1048.0,8.064527842859492,-0.42657071597463114
3.0,372.0,6.0311883150575785,-0.6512103111011621
7.0,447.0,8.812416973723114,0.3754671018734905
8.0,261.0,7.616181643637047,1.3597198283615872
5.0,408.0,8.717498339061075,1.0536635631104416
12.0,3081.0,7.7235460265754305,-1.682834336898521
11.0,429.0,6.603023798804168,0.1596117053182422
11.0,407.0,8.725085492536472,1.0257794538180331
6.0,2412.0,10.869186898916563,-0.3539030372125968
3.0,429.0,6.603023798804168,0.1596117053182422
1.0,406.0,8.720438140987737,1.0341411658848856
7.0,372.0,6.54516075130155,-0.876430825171285
4.0,429.0,6.567288481971094,0.12833010038603898
12.0,406.0,9.049924803630422,0.7360945406135668
6.0,3450.0,7.9888499477533905,-0.5774160016606467
8.0,372.0,6.095071795248329,-0.7037922772983997
7.0,193.0,9.107488589859067,-1.3233159252325746
7.0,372.0,6.54516075130155,-0.876430825171285
6.0,434.0,8.422620362572985,0.40894915734960224
5.0,435.0,8.416054218149963,0.41023422046724484
9.0,465.0,7.557984127651754,0.63770799589433
2.0,2250.0,7.489946196834104,-0.8728572934879776
9.0,372.0,5.490968904725865,-1.2368294170547949
5.0,396.0,9.976437707846358,1.2798522754198842
4.0,372.0,6.15518810410791,-0.6558928698585994
11.0,372.0,5.517620761713685,-1.2276755427921355
11.0,3450.0,7.9888499477533905,-0.5774160016606467
10.0,373.0,6.066078658881791,-0.6490626713703075
5.0,435.0,8.416054218149963,0.41023422046724484
