,Month,altitude,geoE,geoN
988,10.0,372.0,-2.1841229884351785,-1.2251745697049308
967,2.0,429.0,-1.0877290038214094,0.16052457053919983
452,9.0,372.0,-1.9285771451583242,-0.7501667803929193
1305,8.0,1951.0,-1.0647297018215767,-0.8038083377370926
1435,1.0,430.0,-2.277159215437565,-1.1891435039379648
398,3.0,429.0,-1.1234783017231402,0.12923072700650254
1405,5.0,2417.0,2.0994353723131374,0.82540868003666
1389,8.0,1951.0,-1.0647297018215767,-0.8038083377370926
928,3.0,396.0,2.344150763270009,1.2895684065371118
20,3.0,193.0,1.490394131607002,-1.3168019573811403
1402,5.0,1359.0,2.175565527401404,0.8738903633487116
824,5.0,261.0,-0.07417477158682217,1.3611022233237278
1318,6.0,2019.0,0.6539838341475432,0.272439244512352
83,7.0,372.0,-1.1456146896356891,-0.8759233007457564
996,3.0,407.0,1.035162924336194,1.027031198104106
324,10.0,406.0,1.3601293254104005,0.7372329487095832
1254,1.0,2884.0,0.09675265966155155,-0.5590225048139117
272,8.0,407.0,1.035162924336194,1.027031198104106
399,3.0,429.0,-1.1234783017231402,0.12923072700650254
303,6.0,193.0,1.490394131607002,-1.3168019573811403
430,10.0,372.0,-1.5958797382817247,-0.7032172098480848
1467,4.0,372.0,-1.535739909545562,-0.6552990622665038
1475,3.0,372.0,-1.6597882122154095,-0.6506146715069666
1442,1.0,443.0,1.582303287148446,-1.6663702151887043
1446,4.0,261.0,-0.07417477158682217,1.3611022233237278
67,9.0,423.0,-2.2575939592952876,-1.1887032416485346
377,6.0,434.0,0.7570932623320923,0.27884946344645545
70,4.0,261.0,-0.07417477158682217,1.3611022233237278
41,6.0,193.0,1.490394131607002,-1.3168019573811403
874,5.0,261.0,-0.07417477158682217,1.3611022233237278
1403,5.0,1359.0,2.175565527401404,0.8738903633487116
1426,6.0,2412.0,3.1801031879484603,-0.3531910792595132
876,5.0,261.0,-0.07417477158682217,1.3611022233237278
125,4.0,318.0,0.6137438608936252,1.4541032293429592
1346,8.0,1939.0,2.7108364188906195,-0.7934181477065404
1274,9.0,2019.0,0.6539838341475432,0.272439244512352
1497,5.0,396.0,1.8776488413897896,1.6089346712897656
97,3.0,435.0,0.7260107446983222,0.41124513912389965
366,6.0,372.0,-2.2002189777367462,-1.2364628948059206
387,6.0,347.0,-2.3565120904844603,-1.2560809824229295
1459,4.0,517.0,-0.22153936510489292,0.48783316699317403
1304,8.0,3450.0,0.2986393351026555,-0.5767914908153138
977,7.0,374.0,-1.4609305413255855,-0.6636816562572545
464,10.0,429.0,-1.1234783017231402,0.12923072700650254
453,9.0,372.0,-1.9285771451583242,-0.7501667803929193
508,6.0,372.0,-2.2002189777367462,-1.2364628948059206
1493,9.0,398.0,1.8620459458523841,1.626228174018583
321,5.0,193.0,1.490394131607002,-1.3168019573811403
814,6.0,434.0,0.7230345716217732,0.4133760086047417
972,11.0,429.0,-1.2445328208248627,0.020257005126744
407,3.0,408.0,1.0275728024664188,1.0549262167624023
831,3.0,372.0,-2.1841229884351785,-1.2251745697049308
1413,3.0,2250.0,-0.2004596066869757,-0.8723483709555833
359,5.0,408.0,1.0275728024664188,1.0549262167624023
1291,8.0,2417.0,2.0994353723131374,0.82540868003666
1290,8.0,2417.0,2.0994353723131374,0.82540868003666
1300,8.0,2070.0,0.2653202850385794,-0.5002739049123482
884,3.0,408.0,1.0302848181693092,1.042246662826813
1333,3.0,1661.0,-0.02185400111093916,-1.6237528255718627
845,7.0,407.0,1.035162924336194,1.027031198104106
230,5.0,396.0,2.2870047181019713,1.2812034230379383
1001,2.0,407.0,1.035162924336194,1.027031198104106
438,7.0,558.0,0.08280515033240299,-0.33121318577115855
263,1.0,372.0,-2.1841229884351785,-1.2251745697049308
871,5.0,372.0,-2.1841229884351785,-1.2251745697049308
427,5.0,396.0,1.8776488413897896,1.6089346712897656
99,7.0,193.0,1.4177156328678686,-1.3229832399247399
16,4.0,193.0,1.490394131607002,-1.3168019573811403
838,7.0,434.0,1.1500009399111635,0.12664198474465307
49,11.0,407.0,1.035162924336194,1.027031198104106
171,8.0,429.0,-1.5095002770955226,-0.0946690629061106
1361,7.0,2417.0,2.0994353723131374,0.82540868003666
126,4.0,318.0,0.6137438608936252,1.4541032293429592
66,3.0,261.0,-0.07417477158682217,1.3611022233237278
487,7.0,379.0,-1.1533985269128149,-0.8044247049422949
513,3.0,193.0,1.4162187410838056,-1.30734512340418
278,1.0,461.0,-0.13989712615295957,0.696165282351536
294,12.0,372.0,-1.5376242321443234,-0.6545065901455295
1003,1.0,374.0,-1.6024132306568681,-0.6322645392835167
344,8.0,372.0,-1.6597882122154095,-0.6506146715069666
1342,8.0,2101.0,0.6561323141199624,0.2722807500881571
100,7.0,193.0,1.4177156328678686,-1.3229832399247399
152,5.0,406.0,1.027431918533801,1.0281054380903156
518,10.0,273.0,1.633849195994931,-1.6209351469195097
292,12.0,369.0,-2.3751616010647236,-1.2802249663752807
501,6.0,369.0,-2.3751616010647236,-1.2802249663752807
48,7.0,447.0,1.1225285730507197,0.3764644182589153
850,4.0,429.0,-0.7191766360936152,0.5471276921336309
447,3.0,406.0,1.4358016077176599,0.7440305984583853
148,1.0,429.0,-1.2452020195047968,0.02064443594144256
5,1.0,372.0,-2.1735566934888544,-1.227305439185773
194,2.0,372.0,-2.1841229884351785,-1.2251745697049308
1421,7.0,2019.0,0.6539838341475432,0.272439244512352
262,7.0,537.0,1.3459528796907483,1.0128899733676084
161,5.0,396.0,1.8776488413897896,1.6089346712897656
1336,3.0,1661.0,-0.02185400111093916,-1.6237528255718627
87,7.0,372.0,-1.1456146896356891,-0.8759233007457564
1502,2.0,465.0,0.6794309944766086,0.6750679134420416
909,1.0,429.0,-1.2452020195047968,0.02064443594144256
271,10.0,273.0,1.633849195994931,-1.6209351469195097
519,10.0,273.0,1.633849195994931,-1.6209351469195097
514,2.0,406.0,1.3929200607271595,0.754632114387864
867,6.0,409.0,1.0291753571999438,1.054556396439281
842,3.0,435.0,0.7260107446983222,0.41124513912389965
854,5.0,379.0,-1.1533985269128149,-0.8044247049422949
1034,3.0,385.0,0.7123273927428313,1.2501209054041675
1395,8.0,3637.0,0.32676329015145544,-0.5622980562472722
936,4.0,408.0,1.0275728024664188,1.0549262167624023
1322,6.0,3450.0,0.2986393351026555,-0.5767914908153138
1007,5.0,406.0,1.0324332981417284,1.0309055062510917
373,4.0,427.0,-0.5757391821972622,0.5920520561470866
14,1.0,373.0,-1.1726115732235485,-0.8824039616461686
496,12.0,406.0,1.3601293254104005,0.7372329487095832
812,11.0,440.0,0.7561422957869235,0.4205963101513967
180,8.0,1791.0,2.7441730794462726,-0.7262165118479175
46,7.0,447.0,1.1225285730507197,0.3764644182589153
255,5.0,386.0,-2.1982994341548308,-1.219257444534989
418,2.0,373.0,-1.1726115732235485,-0.8824039616461686
211,11.0,429.0,-1.0877290038214094,0.16052457053919983
1461,6.0,553.0,0.2743896882008414,0.9205757765198881
374,7.0,372.0,-2.1877155287169288,-1.2360754639912221
1028,3.0,434.0,0.740662673690557,0.40592677066758304
451,8.0,372.0,-2.1922942565270027,-1.2338389315609168
19,5.0,193.0,1.490394131607002,-1.3168019573811403
69,4.0,261.0,-0.07417477158682217,1.3611022233237278
1281,8.0,2417.0,2.0994353723131374,0.82540868003666
1362,7.0,2417.0,2.0994353723131374,0.82540868003666
1302,8.0,2070.0,0.2653202850385794,-0.5002739049123482
908,1.0,429.0,-1.2452020195047968,0.02064443594144256
51,5.0,430.0,-0.9718167482602311,0.27125934157667914
504,11.0,318.0,0.6137438608936252,1.4541032293429592
253,8.0,431.0,-1.4792454525658814,-0.10905683452468894
904,2.0,265.0,-0.20676416267161546,1.3568052633788892
827,8.0,434.0,0.7325794580566187,0.40995957323876353
795,12.0,377.0,-2.1872224349527674,-1.2061200178183926
848,7.0,407.0,1.0241387566088624,1.0345156570244192
437,7.0,558.0,0.08280515033240299,-0.33121318577115855
465,8.0,566.0,0.12253441933058262,-0.30280746285712323
930,3.0,396.0,2.344150763270009,1.2895684065371118
456,9.0,435.0,1.20885520276219,1.0063388705008876
408,2.0,372.0,-2.180600890119737,-1.2332577853388689
241,4.0,373.0,-1.1726115732235485,-0.8824039616461686
256,5.0,386.0,-2.1982994341548308,-1.219257444534989
979,6.0,372.0,-2.1771668442621817,-1.2235191834966734
181,8.0,1791.0,2.7441730794462726,-0.7262165118479175
1386,10.0,2262.0,-0.8377128548997979,-0.6224554954750122
297,1.0,193.0,1.5023340448963483,-1.3369483597454652
381,5.0,998.0,-0.962060535926458,0.7749722321595385
975,11.0,429.0,-1.2445328208248627,0.020257005126744
1454,7.0,432.0,-0.9572704822174574,0.25826279879270014
1496,8.0,1178.0,0.3719518115385698,-0.4127849827567826
805,11.0,372.0,-2.1735566934888544,-1.227305439185773
1329,9.0,1048.0,0.3743468383930688,-0.4258871884902248
52,3.0,193.0,1.490394131607002,-1.3168019573811403
232,5.0,396.0,2.2870047181019713,1.2812034230379383
882,4.0,372.0,-2.1581651238503756,-1.0734601847672902
1024,6.0,372.0,-2.2002189777367462,-1.2364628948059206
941,7.0,434.0,0.7420186815420022,0.4039896165940903
1013,5.0,386.0,-2.1982994341548308,-1.219257444534989
1404,5.0,2417.0,2.0994353723131374,0.82540868003666
1278,8.0,2417.0,2.0994353723131374,0.82540868003666
968,2.0,429.0,-1.0877290038214094,0.16052457053919983
105,7.0,407.0,1.0241387566088624,1.0345156570244192
50,11.0,407.0,1.035162924336194,1.027031198104106
409,2.0,372.0,-2.193650264378448,-1.2334338902546411
1257,1.0,3450.0,0.2986393351026555,-0.5767914908153138
796,6.0,434.0,0.7325794580566187,0.40995957323876353
1453,4.0,372.0,-1.6597882122154095,-0.6506146715069666
112,6.0,565.0,0.11600092695543918,-0.3155750692505985
903,3.0,372.0,-1.535739909545562,-0.6552990622665038
1370,5.0,2070.0,0.2653202850385794,-0.5002739049123482
111,5.0,373.0,-1.1726115732235485,-0.8824039616461686
74,2.0,408.0,1.0288407578599772,1.041049149399563
1357,8.0,3081.0,0.033231616542564346,-1.6826423094060439
1004,2.0,434.0,0.7230345716217732,0.4133760086047417
825,5.0,261.0,-0.07417477158682217,1.3611022233237278
33,4.0,193.0,1.490394131607002,-1.3168019573811403
425,4.0,383.0,0.8425569779562787,1.1419748766285378
470,6.0,438.0,-1.6147229642693368,-0.23333407358504057
258,9.0,434.0,0.7222420995007992,0.4139571548267896
214,9.0,429.0,-1.1234783017231402,0.12923072700650254
995,4.0,372.0,-2.106372668121809,-0.9566145731525201
1324,6.0,3450.0,0.2986393351026555,-0.5767914908153138
1312,7.0,3081.0,0.033231616542564346,-1.6826423094060439
892,3.0,413.0,0.9528690971959053,0.6607153628066177
924,11.0,372.0,-2.2002189777367462,-1.2364628948059206
186,7.0,406.0,1.3929200607271595,0.754632114387864
1328,11.0,1955.0,0.01403618072340862,-0.25869318145621906
141,4.0,372.0,-2.180600890119737,-1.2332577853388689
379,5.0,379.0,-1.1533985269128149,-0.8044247049422949
267,1.0,407.0,1.035162924336194,1.027031198104106
806,11.0,372.0,-2.1735566934888544,-1.227305439185773
107,7.0,407.0,1.0241387566088624,1.0345156570244192
380,7.0,373.0,-2.1878564126495466,-1.2368503256206191
1377,1.0,1609.0,-0.01824385033761189,-1.6080794880681484
304,12.0,395.0,-2.13606395692098,-1.0150814051888482
308,6.0,564.0,0.1804377156364403,-0.296414854414597
901,2.0,372.0,-2.193650264378448,-1.2334338902546411
103,5.0,435.0,0.7260107446983222,0.41124513912389965
235,10.0,372.0,-2.1841229884351785,-1.2251745697049308
151,1.0,400.0,-2.1294071911047956,-0.9895285819103204
1391,7.0,2417.0,2.0994353723131374,0.82540868003666
1474,3.0,372.0,-1.6597882122154095,-0.6506146715069666
422,8.0,406.0,1.3601293254104005,0.7372329487095832
415,2.0,408.0,1.0275728024664188,1.0549262167624023
1444,4.0,643.0,2.0469384969214834,1.1306513305443935
